"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_00187T0",820,684,134,169,2110,1966,219,200,931,1158,182,181,1565,1722,123,124,1526,1415,100,152,1550,1679,32,45
"CLUG_00188T0",15,3,19,21,3,8,10,21,6,4,4,17,1,19,58,70,3,25,14,14,2,4,33,33
"CLUG_00189T0",1586,1053,380,507,2925,2573,609,399,1474,1927,381,466,2764,2691,689,592,2460,2381,188,308,2669,2626,132,201
"CLUG_00190T0",42,0,104,164,1,0,22,17,1,0,15,32,1,124,34,239,1,107,177,8,2,2,6,49
"CLUG_00191T0",1665,2263,83,104,2750,2579,148,127,2072,2217,186,127,1469,1301,114,145,1714,1465,285,533,2151,1905,106,113
"CLUG_00192T0",783,474,107,144,1324,1455,135,140,626,1054,139,182,1136,1274,84,107,1184,1085,145,226,1124,1196,168,180
"CLUG_00193T0",875,586,91,119,2053,2062,203,122,1022,1310,135,107,1224,859,141,111,1191,987,72,112,1144,1065,28,28
"CLUG_00194T0",7,2,19,19,17,23,19,23,6,11,11,13,6,6,44,67,1,11,11,6,5,3,3,3
"CLUG_00195T0",1354,994,251,276,2301,2910,401,525,1665,1938,303,379,2440,1996,1596,963,2187,1770,150,198,1937,2382,576,658
"CLUG_00196T0",3089,2202,715,1076,4417,5383,1820,2339,3171,3794,1149,1778,5810,7760,1141,938,5260,5651,4183,3791,5902,6857,4980,5836
"CLUG_00197T0",667,757,150,182,1803,2266,91,245,1392,1638,167,284,1962,2194,168,208,1990,1515,613,625,2430,2489,715,687
"CLUG_00198T0",285,200,128,162,768,767,370,268,360,512,218,265,788,609,363,207,650,562,93,113,945,914,61,66
"CLUG_00199T0",32669,25872,355,432,54289,44170,469,398,31957,44433,489,348,28994,24481,79,156,26459,19294,1708,1303,26351,26636,373,97
"CLUG_00200T0",12,10,19,6,15,18,25,24,14,9,8,14,11,15,45,77,8,12,6,4,9,17,5,6
"CLUG_00201T0",1152,563,115,128,3025,3045,108,140,1129,1732,99,108,1408,1196,342,345,1831,1279,70,72,1567,1370,71,70
"CLUG_00202T0",1126,1417,35,39,1685,1753,37,54,1143,1244,35,32,1214,806,74,72,1236,946,23,18,1304,1304,15,23
"CLUG_00203T0",8972,8836,161,255,11306,11027,351,249,8998,9984,250,190,8615,5392,267,229,8592,6788,76,144,7980,7959,82,92
"CLUG_00204T0",15580,7242,470,651,14330,20045,670,577,12469,11178,622,428,11557,6605,177,241,8765,7867,511,489,10677,11344,352,146
"CLUG_00205T0",2186,2186,171,200,2585,2794,118,122,2277,2556,245,271,2218,1916,76,70,2351,2011,294,383,2715,2522,249,229
"CLUG_00206T0",6508.8824919207,4056.196594841,2675.20570335483,3370.20198618393,7605.09892461626,7823.99641218708,4349.98314866266,4350.34112423964,5103.30340507107,6959.60104680781,4170.3786499739,6585.52660490292,15674.4062863893,19224.2803338199,3376.68481797618,2631.09333921822,11281.0553188277,11461.013960282,6883.86087341843,8867.26170343437,15270.0106379286,16102.828706633,12685.470905737,17175.3179446675
"CLUG_00207T0",1878,1562,203,264,3107,3406,334,367,1989,2591,288,291,1770,1236,283,268,2117,1675,406,546,1854,1667,230,224
"CLUG_00208T0",4771,4442,467,743,10475,10296,1743,2127,5610,7100,723,847,6133,4405,300,351,7364,4498,948,1491,6739,6549,254,230
"CLUG_00209T0",2672,2194,4022,4812,4117,3859,5927,4419,2514,2982,4393,5210,3520,3304,4091,4047,2872,3128,4257,4582,4229,3963,4142,4635
"CLUG_00210T0",1413,1124,926,911,3097,3231,3834,3022,1629,2191,823,1309,2775,2059,3233,2441,2606,1774,356,486,3011,2846,1006,1253
"CLUG_00211T0",2194,1358,505,505,3888,4018,482,969,2229,2900,448,552,2981,2754,1275,2047,3016,2622,228,233,2696,2448,266,326
"CLUG_00212T0",2816,3215,1632,1897,3885,4939,1779,2296,2767,3198,1451,1643,2147,1913,1449,1855,2845,3189,352,569,2548,2701,349,445
"CLUG_00213T0",837,708,772,723,1599,1694,2274,1631,890,1209,763,946,1550,1238,3048,2532,1493,1162,544,631,1356,1196,562,668
"CLUG_00214T0",1074,748,94,146,1809,1704,133,182,1008,1409,130,135,1477,1274,146,174,1449,1396,224,336,1361,1222,117,167
"CLUG_00215T0",2175,1505,167,261,3851,3578,258,321,1844,2734,260,228,2855,2830,179,272,2689,2885,229,348,3036,2794,170,190
"CLUG_00216T0",824,701,636,1056,1259,1234,1873,1675,757,924,690,1306,1034,908,927,764,984,914,2005,2336,1086,901,1796,2028
"CLUG_00217T0",1006,1387,54,63,1282,1036,68,47,970,1288,103,68,1033,750,25,21,1041,945,202,290,994,1124,83,37
"CLUG_00218T0",1414,849,100,181,2054,757,254,73,7274,10350,1811,1139,82,102,108,47,704,362,429,514,269,513,152,169
"CLUG_00219T0",1312.54876432289,1711.77690702396,101.196745225839,132.843721600952,3518.13886898982,2802.80220524799,210,263.759078039664,1509.87544678486,2578.64034956996,163.734609382295,165,2083.19909252692,2557.16824360131,147,117.64397410555,2617.0068514234,2327.34268149967,100.872339754221,171.207153989891,2444.73871772865,2742.34678012254,92.0511554438405,87
"CLUG_00220T0",285.451235677106,430.223092976038,22.8032547741605,33.1562783990484,1074.86113101018,949.197794752015,20,55.240921960336,486.124553215142,796.359650430042,48.2653906177051,57,546.800907473079,722.831756398692,16,30.3560258944495,662.993148576605,578.657318500331,9.12766024577889,38.7928460101092,721.261282271353,752.653219877457,26.9488445561595,13
"CLUG_00221T0",15227,12329,4948,5730,22714,26006,5165,7827,17053,19297,10005,12810,15108,9687,2974,3862,14866,12935,9265,8095,14823,13786,5257,4441
"CLUG_00222T0",262,20,144,132,59,65,9,27,36,48,24,29,37,105,13,126,30,193,146,16,28,30,9,36
"CLUG_00223T0",30787,21156,401,535,34268,34640,836,694,33629.3950584095,33220,470,640,26560,29017,303,376,33415,46735,2290.74962010617,2065,17911,22696,109,87
"CLUG_00224T0",566,349,276,263,996,1265,800,636,690,958,496,725,1114,1119,518,384,1196,843,431,743,1343,1352,2072,2346
"CLUG_00225T0",879,655,46,80,1512,1375,83,75,981,1289,92,109,971,701,80,88,1174,1009,103,174,1012,855,39,31
"CLUG_00226T0",912,706,200,278,1812,1829,286,292,866,1298,343,408,4629,5204,494,407,2522,2476,735,1486,2982,3168,1200,1513
"CLUG_00227T0",1123,695,546,703,1959,2085,809,506,1158,1359,598,680,1585,1346,1144,943,1477,1236,474,569,2147,1892,603,617
"CLUG_00228T0",380,412,55,94,663,505,165,103,323,392,107,140,460,439,83,82,386,350,178,203,417,332,177,196
"CLUG_00229T0",1170,1687,124,163,2354,2043,298,253,1361,1755,149,196,2359,1624,199,145,2212,1491,168,298,2135,1886,94,125
"CLUG_00230T0",716,752,158,208,1935,1807,208,404,917,1381,236,213,1504,987,257,435,1444,1094,138,188,1279,1172,178,158
"CLUG_00231T0",315,223,28,45,587,574,92,89,348,387,41,55,458,307,51,45,415,395,38,60,411,348,12,19
"CLUG_00232T0",603,488,544,574,1050,1009,1827,1323,519,690,570,759,960,652,1041,657,830,594,859,1109,900,770,975,743
"CLUG_00233T0",1423,1230,3260,3828,2433,2245,5641,4639,1326,1545,2740,2683,1368,1067,3413,3268,1462,1369,3662,4600,1736,1646,3218,2706
"CLUG_00234T0",6388,5889,1021,1034,5623,4505,386,282,5424,6882,1025,778,4285,3624,168,252,5439,5703,1904,1854,6191,6357,394,253
"CLUG_00235T0",1286.41120662856,668,1636,2017.42524949238,2536.38367177358,2547.18434390992,1031.29061585757,1817.17298483125,1490.36097886491,1881,1691.79381710069,2152.78053228603,2111,4004.31581681938,1162,1759.39321771971,1621.71995622013,1897.25503180841,3989.84230481891,3483.33226336829,1443,1670.39039358062,3082.75037305505,3915.81592204524
"CLUG_00236T0",21.7020059779712,3,62.5863347616228,69.2750084205966,4,5,4,5.77234104393082,3,1,1.05609330289884,4,5,53.3582499121851,17,68.8140686966956,1,31.5181355759839,88.0367479599973,4,2,2,4,5
"CLUG_00237T0",30.2979940220288,0,66.4136652383771,77.7249915794034,1,1,0,4.22765895606918,0,0,7.94390669710116,2,0,75.6417500878149,5,73.1859313033044,0,38.4818644240161,114.963252040003,0,0,0,1,6
"CLUG_00238T0",1521.09241055547,880.662725529275,1719.74064270007,2190.27931202112,3400.37854319502,3214.24013662034,2133.73308662458,2354.19860791855,2268.06241160315,2616.88645078699,2183.64354240689,2821.26745173067,3139.78049647662,4057.72024300387,1491.50931761762,1617.96321833767,2402.04510536582,2152.57883135304,4325.05091516332,5467.66936914233,2083.87884778938,2119.87109702507,4123.71078751797,4679.68256981178
"CLUG_00239T0",2139.49638281597,1207.33727447072,2158.25935729993,2738.29543848651,4115.23778503141,3896.57551946974,4127.97629751785,3087.62840725019,2664.57660953193,3093.11354921301,2585.56264049242,3570.9520159833,3808.21950352338,5017.96394017675,2295.49068238238,1893.64356394262,3048.23493841405,2890.16613683855,5962.10678001776,8182.99836748938,2418.12115221062,2337.73850939431,5434.53883942697,5577.50150814298
"CLUG_00240T0",728,640,297,335,1088,1366,805,1054,1114,948,773,557,604,434,144,234,549,331,601,682,757,749,415,294
"CLUG_00241T0",184,203,148,167,468,672,151,499,500,488,405,311,216,201,55,70,211,101,366,347,326,318,194,140
"CLUG_00242T0",64723,66802,16557,20903,179495,139253,33003,40544,88108,123048,33422,39742,94800,62495,5884,7691,76116,60571,34279,33024,104201,88168,18967,27165
"CLUG_00243T0",136,102,78,104,213,243,197,106,121,186,71,102,180,155,161,135,224,218,35,43,255,199,60,85
"CLUG_00244T0",1010,380,204,189,3641,3195,362,393,1110,1720,202,246,1887,1362,572,542,2057,1435,88,183,1667,1613,129,124
"CLUG_00245T0",862,517,75,97,1740,1527,76,101,677,1022,93,80,1919,1859,48,117,1517,1374,109,132,1510,1387,72,81
"CLUG_00246T0",2214,2207,1540,1760,4007,3348,1379,737,2113,2879,1453,1548,1798,1537,1978,1691,1875,1974,462,660,2434,2596,417,458
"CLUG_00247T0",50,55,7,23,953,248,26,44,49,103,29,50,179,62,129,145,161,152,8,14,410,400,41,58
"CLUG_00248T0",813,544,107,145,1823,1618,215,205,968,1255,158,179,1791,1539,119,156,1201,961,165,236,1244,1090,68,74
"CLUG_00249T0",367,256,41,73,517,602,65,107,338,393,57,83,424,372,101,144,461,366,103,119,472,369,108,75
"CLUG_00250T0",3102,2362,600,802,5047,4944,803,860,2839,3569,1252,1368,4519,3739,510,538,3796,3275,1895,1795,4010,3443,1017,946
"CLUG_00251T0",587,486,39,70,1092,1125,109,144,554,756,146,165,1050,829,88,85,925,707,396,536,1003,767,554,494
"CLUG_00252T0",579,384,123,124,859,1046,255,220,491,653,144,171,770,604,304,221,731,555,183,268,940,779,144,169
"CLUG_00253T0",602,605,125,133,1598,1615,140,290,755,1057,170,222,978,740,311,274,1138,847,178,254,1285,1186,181,209
"CLUG_00254T0",1363,1346,341,409,2388,2226,540,503,1347,1787,635,779,2125,1430,442,266,1907,1566,1219,1669,2109,1930,1169,1148
"CLUG_00255T0",5,7,17,29,16,13,43,68,30,12,11,21,2,2,63,87,6,7,32,39,3,4,36,42
"CLUG_00256T0",1501,744,1345,1916,1965,2709,3888,4858,2844,1873,1929,3057,3766,2424,1996,1755,2326,2297,2940,4262,2384,2660,2775,2758
"CLUG_00257T0",36,0,68,111,1,1,1,6,0,2,1,0,0,128,5,165,2,52,78,1,2,1,2,40
"CLUG_00258T0",832,868,637,836,2110,1709,2485,3097,709,1170,557,1195,748,594,2590,2066,841,908,562,703,776,701,1427,1840
"CLUG_00259T0",436,293,74,102,932,876,127,161,433,640,66,126,718,647,214,350,700,684,25,19,685,628,81,64
"CLUG_00260T0",2479,3071,617,799,7049,6252,514,1211,3457,5131,1023,1203,4073,3652,1617,2359,3981,3379,1580,2297,3427,3662,1346,1455
"CLUG_00261T0",180,189,392,432,542,484,423,927,193,408,484,825,544,750,1364,1793,560,604,570,795,546,547,1033,1156
"CLUG_00262T0",224,179,241,267,505,382,324,579,200,302,241,399,491,431,782,1246,398,354,115,132,414,430,330,364
"CLUG_00263T0",2027,1672,592,766,3644,3804,1336,1417,2308,2780,683,943,3556,2883,2604,1760,3085,2377,713,1253,3772,3365,1725,1527
"CLUG_00264T0",4913,4071,1832,2126,5272,5727,2493,2814,4004,5122,1555,2307,3736,3445,5337,5210,3937,4114,1271,1367,4600,4333,1766,1767
"CLUG_00265T0",466,486,643,640,419,501,552,570,406,427,629,790,678,487,632,576,564,478,1395,1833,806,809,2412,2114
"CLUG_00266T0",1440,1304,2280,3097,2237,2494,3632,4948,1494,1747,2768,4026,1574,1454,2324,2142,1725,1448,5188,7105,1718,1967,6875,6472
"CLUG_00267T0",1726,888,265,335,2281,2674,397,297,1126,1142,255,225,2652,3880,248,266,1991,2322,529,338,2341,2353,147,99
"CLUG_00268T0",4079,4994,1023,1395,5696,5848,805,817,3220,4042,965,873,5668,2955,240,797,5006,4080,1221,964,5967,5006,305,233
"CLUG_00269T0",797,1062,1095,1459,2145,1863,172,315,1010,1467,165,248,748,461,186,1431,982,901,568,164,898,795,102,259
"CLUG_00270T0",707,782,501,629,1407,1261,135,210,619,1016,101,152,375,314,118,682,639,600,356,130,498,451,78,114
"CLUG_00271T0",14833,8192,14080,15863,21500,20848,13955,12643,13695,14636,15286,14046,25517,30013,7620,9721,13897,12614,25209,27529,12881,12788,18064,18359
"CLUG_00272T0",456,275,79,111,896,782,129,202,551,675,98,118,762,615,158,232,657,526,195,250,670,555,157,100
"CLUG_00273T0",4283,3192,2386,2982,7079,6763,4307,3887,4371,5367,4402,6700,6624,5709,2717,2752,6439,5191,5467,6765,6133,5160,4692,5114
"CLUG_00274T0",508,485,266,413,939,934,732,630,516,714,459,813,905,682,550,396,798,606,623,1040,785,722,910,902
"CLUG_00275T0",107,3,182,257,2,3,43,105,1,1,74,105,2,87,141,252,4,110,125,51,6,4,93,127
"CLUG_00276T0",2492,1297,2098,2618,3075,3721,2581,2395,3027,2309,2954,3385,4264,3492,1177,1363,2859,3218,2513,2511,2395,2631,689,702
"CLUG_00277T0",3458,3819,361,434,5990,5769,1091,1071,3910,4997,464,623,3028,2218,1263,1022,3537,2642,415,462,3174,2915,700,868
"CLUG_00278T0",51677,32732,13654,18702,77579,80911,18989,22049,49605,59790,23935,36655,82522,75948,7652,7791,64677,57918,35113,40900,60176,57956,27262,27668
"CLUG_00279T0",230,190,108,78,471,414,109,143,234,312,106,113,347,195,322,362,275,205,110,139,384,333,186,196
"CLUG_00280T0",601,453,150,203,1045,1147,232,210,618,804,285,305,879,772,268,222,913,711,411,565,927,725,569,654
"CLUG_00281T0",526,264,221,222,1336,1306,187,303,513,820,164,238,999,894,462,648,996,795,76,97,884,644,329,356
"CLUG_00282T0",4386,4005,822,982,7378,7553,1748,992,4836,6027,1276,1270,7522,7173,945,918,7379,5992,2421,2761,8782,8512,1709,1954
"CLUG_00283T0",1485,1847,214,232,3642,3679,320,441,1993,2863,309,355,4076,3701,613,567,3911,2904,336,463,4112,4332,641,819
"CLUG_00284T0",63,1,84,94,5,3,26,56,2,5,26,56,8,60,159,231,2,73,117,62,4,3,164,172
"CLUG_00285T0",836,767,570,670,928,996,414,427,772,1037,526,698,1541,2169,771,902,1255,1515,1463,1394,1255,1455,951,1211
"CLUG_00286T0",31055,21994,10198,12433,43380,43709,9309,6986,37502,43367,12725,10048,18282,11226,5064,4987,26151,20989,14105,15149,25791,24464,7628,6991
"CLUG_00287T0",7316,6559,1377,1873,7920,12582,5093,6224,9388,8767,1252,2058,7709,6383,2329,1621,7883,5851,3568,4916,7745,9734,3999,4544
"CLUG_00288T0",1219,917,354,354,1767,2191,430,814,1262,1415,436,454,2123,1683,790,937,1817,1445,676,891,2275,1922,1367,1487
"CLUG_00289T0",539,459,61,110,1172,1070,126,74,584,781,165,85,878,619,61,116,875,656,215,352,1069,863,206,206
"CLUG_00290T0",396,365,68,82,1144,964,103,115,478,766,145,105,919,587,95,99,821,603,237,240,942,764,219,195
"CLUG_00291T0",275,171,211,215,618,588,359,464,297,422,165,198,315,222,767,771,371,338,83,94,486,435,426,474
"CLUG_00292T0",423,430,280,387,1054,866,984,682,489,800,441,585,1151,834,1077,757,1007,704,483,901,971,840,964,925
"CLUG_00293T0",480,377,108,184,1006,1051,139,191,510,659,125,143,1015,978,68,263,1062,862,245,307,1090,966,382,361
"CLUG_00294T0",38,53,4,21,86,52,46,31,31,51,36,54,73,107,81,32,44,71,73,95,56,63,106,163
"CLUG_00295T0",46871,30269,7670,9757,104677,102819,20049,15355,70873,87697,15860,16098,119824,77080,6257,3410,96236,65571,6257,11705,76696,75619,3710,4030
"CLUG_00296T0",2472,3081,300,383,4925,4575,481,574,2858,4124,531,625,5285,5023,256,299,5200,4112,1033,1378,7005,6485,609,633
"CLUG_00297T0",17,6,9,19,51,39,1,11,16,25,19,18,31,41,29,57,38,28,41,3,25,30,6,6
"CLUG_00298T0",1195,918,144,246,2251,2217,562,715,1030,1541,287,317,1914,1596,246,185,1827,1505,712,1074,1789,1658,449,436
"CLUG_00299T0",409,648,153,207,1581,761,295,282,354,1006,221,379,1304,2677,277,200,1425,1817,485,1092,1391,1423,691,1325
"CLUG_00300T0",917,761,179,242,1710,1603,241,252,803,1199,308,345,850,632,176,197,972,829,615,680,901,694,314,299
"CLUG_00301T0",587,543,117,119,1159,1167,147,163,762,848,156,195,1128,892,119,134,1062,889,245,247,934,922,227,214
"CLUG_00302T0",3305,2859,277,407,5163,5382,482,419,4045,4844,477,508,2753,1864,372,316,3601,3094,342,469,3074,2939,337,386
"CLUG_00303T0",2388,2417,78,137,5374,4731,124,144,2940,3885,190,107,4178,3190,28,81,4001,2872,155,205,3868,3916,71,54
"CLUG_00304T0",510,176,149,154,889,1048,522,732,682,686,244,436,473,248,675,592,654,555,113,156,508,553,115,122
"CLUG_00305T0",747,575,270,336,1313,1422,619,1160,1111,1035,472,802,1696,1452,410,596,1298,1294,794,1465,1285,1419,309,320
"CLUG_00306T0",23,9,17,24,67,78,67,37,47,36,16,29,34,26,71,47,45,49,38,54,76,102,63,62
"CLUG_00307T0",1661,1871,1273,1428,1940,1801,747,644,1266,1512,1785,1891,2604,1976,773,1206,1934,1779,2580,2621,2494,2005,1864,1229
"CLUG_00308T0",1387,786,187,313,2283,3268,533,626,1426,1503,247,329,1519,1152,528,383,1450,1027,347,364,1686,1646,212,205
"CLUG_00309T0",2477,1404,380,452,4184,6094,635,1015,2838,2872,415,578,2426,2278,760,776,2580,1966,583,534,3199,3035,391,457
"CLUG_00310T0",0,0,7,9,1,2,0,12,1,0,14,23,0,1,15,35,3,1,13,6,0,1,17,7
"CLUG_00311T0",1041,1141,117,155,2154,2103,163,160,1152,1695,199,247,2203,1836,114,135,2094,1649,196,293,2112,1972,153,130
"CLUG_00312T0",741,607,40,56,1642,1668,60,61,832,1106,70,56,1368,1159,24,57,1289,786,69,67,1230,1164,23,21
"CLUG_00313T0",648,453,348,383,1243,1560,378,404,778,910,299,284,1242,1112,30,20,1635,1366,116,188,1390,1493,58,67
"CLUG_00314T0",3486,3206,360,494,8648,8645,590,678,5091,6506,650,681,5181,4081,129,129,5629,5013,805,984,4967,5438,250,283
"CLUG_00315T0",872,627,42,75,1381,1464,92,121,862,963,85,85,1138,731,142,88,1094,878,76,136,1275,1087,71,73
"CLUG_00316T0",3275,1889,136,235,11076,9833,401,396,4613,6809,374,251,5149,3730,95,110,5887,3845,231,308,3620,3591,98,96
"CLUG_00317T0",911,944,121,149,2392,2467,78,150,1460,1778,180,123,1085,1054,74,91,1419,1270,153,194,1332,1057,55,41
"CLUG_00318T0",2676,2028,327,436,4231,3828,456,422,2334,2938,576,637,3693,3194,142,134,3144,2945,1258,1344,2930,2684,425,529
"CLUG_00319T0",1142,1001,120,175,1997,1784,177,189,924,1255,204,198,1130,904,83,150,957,1014,243,193,910,828,95,73
"CLUG_00320T0",1479,1304,159,222,2867,2689,140,216,1487,1806,214,199,1765,1626,149,143,1782,1657,263,256,2073,1838,108,74
"CLUG_00321T0",1816,1970,11080,15219,3926,3464,22151,18276,3627,3659,16895,23006,6513,6954,17397,12145,4680,5287,12128,20271,3630,4060,16802,22636
"CLUG_00322T0",409,298,322,331,746,615,326,306,399,522,221,248,432,406,299,806,423,549,98,98,467,563,208,218
"CLUG_00323T0",459,344,358,479,945,975,82,190,452,617,132,181,582,555,144,1201,754,756,159,32,745,629,125,111
"CLUG_00324T0",3607,2849,918,898,6582,5487,929,885,2867,4201,873,947,3780,3473,854,883,3333,3530,365,444,3386,3271,569,428
"CLUG_00325T0",42,9,38,50,17,12,5,11,6,7,9,23,4,20,80,164,6,29,10,0,2,6,12,10
"CLUG_00326T0",535,366,230,204,705,711,80,201,448,483,237,266,546,495,237,285,516,485,157,176,531,509,204,183
"CLUG_00327T0",562,339,712,640,1194,1207,896,1039,535,872,858,930,548,648,931,972,643,696,242,253,729,640,667,600
"CLUG_00328T0",109,102,197,163,322,328,90,306,135,229,212,284,204,220,191,355,234,185,44,70,255,201,179,177
"CLUG_00329T0",295,257,103,112,592,545,143,174,340,420,263,274,612,404,159,174,447,341,257,344,519,504,303,296
"CLUG_00330T0",1185,882,178,216,2755,2565,198,287,1132,1761,269,232,2345,2332,225,359,2338,1873,244,285,2313,2198,201,187
"CLUG_00331T0",725,505,469,603,1556,1740,725,774,764,1292,620,724,1375,1498,604,639,1521,1219,274,526,1678,1709,1384,1301
"CLUG_00332T0",478,397,203,324,767,1051,328,345,761,721,468,397,596,460,207,261,729,499,261,376,598,624,374,487
"CLUG_00333T0",323,143,71,86,743,656,47,49,330,470,77,74,512,468,58,88,512,449,22,26,470,405,36,26
"CLUG_00334T0",166,90,275,402,245,270,230,525,115,172,243,271,270,301,453,738,167,253,146,159,159,144,476,647
"CLUG_00335T0",342,229,712,919,1092,1057,1470,2027,462,755,920,1214,1033,1156,2126,1967,917,698,434,842,1075,923,2543,2814
"CLUG_00336T0",169,83,215,295,405,368,977,801,153,254,263,408,337,342,754,516,365,270,148,316,326,298,753,753
"CLUG_00337T0",796,561,185,265,1615,1613,510,378,817,1101,445,505,1526,1184,389,305,1556,1029,551,805,1581,1363,1134,1088
"CLUG_00338T0",1047,1154,562,669,1999,1803,1285,1651,1059,1354,510,909,1678,1525,2048,1929,1479,1348,521,1051,1556,1342,1303,2021
"CLUG_00339T0",542,540,126,114,1202,1068,77,189,583,863,130,153,1012,969,338,612,939,765,70,73,1047,883,314,372
"CLUG_00340T0",82,139,2281,3122,180,74,4177,3379,80,160,2144,3174,315,758,5895,3662,271,396,2116,5343,179,247,6390,10583
"CLUG_00341T0",11,13,168,193,15,15,463,581,10,10,166,215,9,7,1079,989,3,11,96,184,10,10,637,751
"CLUG_00342T0",2135,2169,644,913,3610,3346,1039,792,1810,2479,1066,1388,2646,2367,1754,1247,2442,2298,1283,1614,2493,2348,969,1058
"CLUG_00343T0",353,215,19,24,719,684,35,32,339,444,42,18,522,427,23,18,483,404,58,91,440,423,88,49
"CLUG_00344T0",367,311,19,23,1020,746,31,25,467,657,32,22,611,462,36,33,660,494,12,13,440,430,19,8
"CLUG_00345T0",3645,3056,863,1172,5429,5314,1076,808,3545,4250,1185,1375,5134,3414,551,407,4399,3571,2053,2824,3945,3535,1412,1394
"CLUG_00346T0",705,450,159,165,1335,1510,162,180,580,940,165,181,1194,1354,197,238,1310,1234,151,226,1414,1196,239,219
"CLUG_00347T0",704,428,339,514,1548,1705,772,911,726,1243,660,1160,1133,1117,205,174,1428,1093,792,1335,1245,1163,1445,1196
"CLUG_00348T0",458,273,174,249,844,769,240,310,360,562,264,393,803,732,104,103,645,708,348,354,674,658,603,771
"CLUG_00349T0",1039,816,535,667,1880,2419,1250,1440,1109,1651,840,1531,1854,1713,332,266,1935,1680,830,1595,2044,2033,2184,2297
"CLUG_00350T0",2400,1930,448,555,3793,4179,733,572,2489,3069,861,1001,4529,4273,507,386,3612,3188,1267,1716,4138,3796,1118,1346
"CLUG_00351T0",464,331,108,97,728,872,167,231,521,559,146,196,651,496,56,55,627,519,75,127,780,757,79,95
