,DHED1.r1,DHED10.r1,DHED11.r1,DHED12.r1,DHED13.r1,DHED14.r1,DHED15.r1,DHED16.r1,DHED17.r1,DHED18.r1,DHED19.r1,DHED2.r1,DHED20.r1,DHED21.r1,DHED22.r1,DHED23.r1,DHED24.r1,DHED3.r1,DHED4.r1,DHED5.r1,DHED6.r1,DHED7.r1,DHED8.r1,DHED9.r1
CLUG_03082,526,37,532,51,539,256,239,334,744,781,613,323,506,764,137,709,151,506,576,780,585,790,364,657
CLUG_03081,4102,213,3858,288,3714,151,2608,271,4126,107,3579,260,112,4862,81,4924,114,4609,256,5596,278,5923,271,4888
CLUG_03080,2228,473,3186,519,2325,148,1299,159,4267,171,3650,181,199,3743,328,3295,191,3372,188,5323,286,4922,263,4546
CLUG_03263,3998,608,3956,748,3931,299,3556,466,3799,464,3079,502,622,4892,283,4142,292,4805,849,7316,616,7756,908,4270
CLUG_03262,1364,302,1764,391,1691,281,1086,317,2083,803,2025,359,699,2089,402,1759,440,1585,459,2603,503,2458,626,1795
CLUG_03261,1353,1093,2192,1675,1843,484,1260,494,3082,808,3355,702,792,3490,3046,3138,3140,1674,657,2208,661,2284,697,2426
CLUG_03260,433,200,579,281,541,129,289,155,544,281,520,186,353,858,264,713,326,539,234,801,199,817,308,709
CLUG_03267,1860,15593,3172,16962,2176,4165,3425,5754,3406,5463,3303,4519,4508,3175,20509,2631,18432,2421,6557,3126,10964,2606,8663,2930
CLUG_03266,1630,273,2471,519,1522,162,1147,226,2592,82,2116,307,125,3010,214,2755,290,2350,383,3252,317,3063,383,2953
CLUG_03265,848,350,1092,599,518,141,281,279,1406,228,1108,330,243,1092,156,1104,135,1165,712,1613,454,1435,763,1251
CLUG_03264,1872,1743,2994,2945,2317,793,1634,1274,3187,552,3317,1365,611,4061,7320,3938,7320,2760,3137,3026,2232,3993,3087,3102
CLUG_03269,32,130,33,250,26,72,42,89,91,502,50,83,409,94,376,72,368,42,163,50,134,63,257,52
CLUG_03268,2093,2147,2810,3189,2012,533,1538,658,3518,2229,3021,870,2459,3957,2604,3552,2090,2925,1375,4240,805,4327,1716,3918
CLUG_02026,10703,17141,17031,19093,11880,7182,8011,8412,20499,10112,24875,11648,8206,18734,24523,19302,29564,12797,16180,14078,8209,14383,8016,16512
CLUG_02027,1288,66,1720,98,809,87,577,95,2148,145,2413,110,230,1729,69,1769,72,2244,62,4059,124,2645,142,1967
CLUG_02024,0,0,0,10,0,48,26,66,0,17,49,147,152,21,66,47,32,16,2,35,0,41,9,0
CLUG_02025,3222,1600,4918,2005,3247,470,2928,704,5846,393,5614,895,340,5345,1706,5411,1997,4568,1142,5954,663,5300,772,5211
CLUG_02022,898,26,212,34,697,473,399,367,98,524,44,385,800,244,35,202,33,578,363,678,115,966,254,207
CLUG_02023,3990,4074,8244,6917,4319,1279,2918,1858,6280,817,8574,2478,690,8660,8912,10111,10295,6938,5088,6546,3261,8329,3707,7690
CLUG_02020,7,9,11,14,6,461,8,367,6,518,12,271,799,8,36,10,44,5,265,15,222,10,275,4
CLUG_02021,621,432,2203,1096,664,597,497,581,5019,1215,6616,531,1152,2556,363,2596,446,993,628,1350,497,1365,507,2139
CLUG_05038,5921,1954,6706,2091,4836,1224,5506,1303,6950,1445,7203,1140,1854,7272,1378,7265,1232,7822,1592,10234,1157,10121,1703,7290
CLUG_05039,3106,2274,3504,2830,3003,1278,3013,1690,4047,895,3556,1466,1022,4029,3036,4160,3486,3652,2074,4328,1880,4684,1932,4178
CLUG_02028,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_02029,3,1,0,0,1,4,2,0,0,8,1,2,2,2,0,5,4,1,4,3,0,6,0,4
CLUG_03006,636,201,770,195,858,161,500,163,748,131,713,121,310,757,115,687,109,699,113,1100,149,1237,165,669
CLUG_03000,13955,3787,13318,2878,16261,1505,6930,2165,10216,333,9962,2132,461,9026,453,11198,343,16031,1997,21132,2261,24893,2163,11258
CLUG_02303,3,29,6,44,6,96,4,115,8,418,4,212,212,10,177,7,219,5,451,9,60,7,72,8
CLUG_05462,692,105,546,117,300,312,421,402,860,1795,567,253,1557,654,381,791,413,941,336,1006,988,870,579,807
CLUG_02301,1487,18550,1738,16185,4687,20505,916,23547,633,105598,1616,17934,134965,1071,41561,1844,65641,1234,39866,2739,19903,1680,30123,1599
CLUG_02300,35,218,57,260,27,165,33,197,41,547,39,197,1016,28,159,19,203,48,336,106,252,84,546,49
CLUG_02307,1627,9791,2098,12492,1863,2651,1720,3702,1854,4123,1906,2357,4439,2179,17512,2164,15232,2090,3673,2642,6796,2704,7146,2119
CLUG_05466,2360,132,2943,150,2742,151,1899,155,2153,131,2015,141,162,2456,99,2681,204,3172,139,3693,180,3417,178,2397
CLUG_02305,0,26,0,14,0,115,0,169,0,412,0,108,603,0,165,0,137,0,150,2,226,0,330,0
CLUG_05464,529,567,2001,691,1028,112,811,191,2348,117,2529,135,173,1836,232,1701,205,918,96,1297,134,1251,75,1355
CLUG_02309,2603,2074,3772,2285,3177,511,2561,781,4674,993,4407,675,982,4446,2038,3603,1661,3316,1134,4464,1768,4911,1987,3957
CLUG_05468,2,22,4,55,4,155,14,8,23,244,58,131,296,13,252,102,319,28,33,19,85,14,72,27
CLUG_04079,3167,7864,9580,6174,5917,2341,3179,3193,10014,2077,15586,2728,1930,8091,6304,7800,8095,4109,4462,6382,3055,5695,2629,6682
CLUG_04078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLUG_04077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_04076,814,192,1033,270,896,142,585,165,1083,165,1010,176,240,1141,202,1014,173,1089,202,1367,192,1394,313,1217
CLUG_04075,2608,817,2719,1180,2293,281,2187,424,3125,254,2403,500,301,2993,1154,2928,1043,3345,569,4245,525,4442,530,3392
CLUG_04074,843,208,990,310,725,132,716,134,971,97,917,172,170,996,224,964,223,1179,219,1435,122,1371,210,1195
CLUG_04073,32808,13255,38564,11387,46354,18481,40466,24556,18377,4190,16546,18493,3325,12708,4498,14984,5007,51229,21650,70991,25198,68360,19527,23174
CLUG_04072,842,825,4103,2868,536,359,998,436,1339,1721,3315,680,1484,869,2217,1510,7248,3168,792,4105,679,1199,655,2726
CLUG_04071,0,43,0,65,2,14,0,12,0,32,0,27,76,2,81,0,66,0,24,0,42,0,71,0
CLUG_04070,2018,4535,2584,5284,2077,1360,1843,1622,2942,1041,2811,1885,1216,2668,6191,2795,7565,2572,2146,2914,1945,3355,2177,2804
CLUG_01647,1446,385,1273,550,1367,476,1157,442,1294,1054,1179,348,931,1811,1291,1652,1030,1954,565,2542,476,2455,467,1523
CLUG_01646,2352,1168,3711,1719,2337,834,1537,1049,3011,885,4013,1082,1291,3953,3586,4474,3729,3632,1507,3682,843,4592,1129,3797
CLUG_01645,9064,78,9072,183,7023,303,4993,320,10303,448,10209,416,637,9305,413,10497,389,11429,356,12875,322,12010,354,9384
CLUG_01644,11475,3787,11014,4987,10132,1866,7880,2306,16863,2851,9563,2812,2479,13520,3027,13353,3148,12221,3193,15170,4619,17906,2925,13508
CLUG_01135,15124,5537,14161,5786,14999,4575,17033,5089,18881,11307,16108,3915,9765,18467,3276,16822,3097,19510,3950,23316,7265,19303,5112,17934
CLUG_01642,1377,844,1893,828,1807,238,1245,318,2776,285,2447,396,247,2608,684,2448,797,1814,365,2769,458,2948,453,2261
CLUG_01137,2283,1808,3170,1882,3403,1491,2580,1668,3382,2586,3065,1318,2768,3250,2113,2852,1940,3224,2029,4656,2612,4428,2487,3172
CLUG_01640,2328,449,2875,902,2201,163,1709,241,3780,334,2960,281,325,2917,312,2740,361,2862,341,4642,471,4762,558,3119
CLUG_01139,65453,128351,70224,117763,78832,97772,104967,110228,79222,69323,65870,110998,85021,90786,140641,73347,131007,65286,115306,75005,85892,73827,91557,80321
CLUG_01138,603,804,864,912,771,757,539,935,1114,1171,1193,721,1531,1247,1544,1125,1381,816,1078,1193,1399,1195,1362,994
CLUG_01649,401,164,1571,230,538,179,740,185,684,511,907,131,349,1862,1137,2418,747,589,143,2559,106,1746,137,289
CLUG_01648,815,2115,1317,3472,680,1381,734,1730,2192,1170,2556,1313,925,2237,4097,2197,3778,1211,1951,1088,1225,1400,1037,1697
CLUG_03869,1242,392,1732,460,1570,404,1179,311,1928,537,1803,360,705,1994,449,1695,402,1483,232,1786,488,2036,617,1665
CLUG_03868,5207,311,5352,499,4474,548,3224,641,10464,412,8334,637,529,7602,268,9037,248,5395,511,8363,783,10993,810,6148
CLUG_03861,3771,585,2636,1018,2562,399,1731,525,3707,778,2238,559,945,2978,269,2940,291,3260,835,3826,711,4668,989,3085
CLUG_03860,3403,710,2217,1292,2336,519,1983,572,3318,923,2138,633,1190,3520,482,3139,399,3524,1142,4405,865,5181,1312,3248
CLUG_03863,838,1822,1363,2362,952,737,618,769,1617,1484,1458,1112,953,1467,3403,1410,3489,1169,1278,1589,1925,1395,1317,1469
CLUG_03862,2092,1516,3121,1738,2337,1772,1493,1840,3209,3632,3658,1245,4074,4017,2460,3652,2397,2856,1994,3840,3003,4484,2794,3508
CLUG_03865,403,58,583,109,396,36,225,54,796,128,683,88,154,874,57,775,63,613,51,999,112,879,81,876
CLUG_03864,1347,605,2091,757,1543,195,870,324,3043,261,2772,344,285,2796,423,2395,397,1967,391,3155,449,2927,448,2646
CLUG_03867,632,185,961,265,544,96,309,156,1246,231,1086,153,299,1178,172,1169,164,861,112,1469,174,1399,185,1084
CLUG_03866,200,33,298,46,175,33,84,40,364,40,350,33,77,416,29,447,25,276,55,552,32,435,59,425
CLUG_00514,905,824,890,1027,737,1149,645,1424,1244,4433,848,908,5925,1104,2405,1056,3082,1112,2220,1454,1941,1507,3666,1192
CLUG_00515,2814,1137,2555,955,2533,1001,2221,1331,3717,2492,2597,903,5059,3812,1796,3056,1809,3277,1408,4322,1001,4436,2497,3769
CLUG_00516,6103,2409,2819,2293,5122,1596,3773,2072,3098,3627,2112,2163,5283,4052,3181,3839,2878,7380,2976,7383,2059,6999,3463,3423
CLUG_00517,14685,17400,7725,15551,18189,6945,8609,8952,16678,3032,8313,10632,4819,13973,19888,12388,9959,11364,9007,14193,9128,24105,7622,11192
CLUG_00510,63,630,98,706,138,1184,41,1540,63,5493,150,1102,5498,121,2156,118,3447,68,2166,78,2409,146,4310,85
CLUG_00511,318,898,91,1046,108,1748,112,1924,112,7690,34,1604,7926,592,3519,483,4485,320,3376,253,2481,362,5860,116
CLUG_00512,21706,30245,24669,36740,21870,21847,20578,26009,31841,35357,32505,30860,29677,26903,36736,24323,38255,28263,43083,35877,26502,28971,26316,28195
CLUG_00513,348,527,481,589,309,766,249,1013,460,3456,476,674,4364,471,1550,450,2303,419,1527,619,1774,650,2637,491
CLUG_00518,14007,49051,10894,57348,7169,44939,3796,55852,14806,41563,11394,48633,48837,9560,70627,10034,66373,8239,64181,9816,67376,13460,68088,10784
CLUG_00519,3218,1690,3128,2062,2464,613,2813,705,3941,694,3300,640,1064,5113,1763,4863,1562,3440,944,4664,1183,5075,1645,4125
CLUG_00778,172,73,156,86,155,29,141,27,312,57,174,56,29,339,38,264,28,171,57,270,308,242,37,266
CLUG_00779,5947,2691,10772,3284,6409,759,4523,1274,12189,1675,12426,1415,2374,11114,1207,9713,1293,8465,2303,12178,1318,11357,1776,11927
CLUG_00770,810,10,1137,30,1047,39,550,49,1195,38,930,51,26,1292,18,1296,21,1155,54,1972,70,1615,57,1197
CLUG_00771,1767,336,1484,275,2357,167,1380,174,1680,734,1705,228,657,1912,1125,2164,951,2407,264,3108,383,3839,606,1688
CLUG_00772,8843,8356,8806,6392,10720,6864,9455,7385,10431,1893,6647,7622,2140,11043,8496,11152,4528,8312,8565,10672,12258,14831,10629,10604
CLUG_00773,87,762,74,766,78,169,70,226,88,468,49,247,485,87,350,79,346,122,394,161,352,149,700,84
CLUG_00774,533,815,758,992,653,151,561,238,915,226,825,241,254,821,867,737,797,748,435,1134,357,1121,387,854
CLUG_00775,921,233,1387,269,1167,113,896,118,1582,69,1414,126,111,1534,132,1497,122,1418,156,2105,200,1970,252,1538
CLUG_00776,3966,1394,3844,2092,3766,550,3486,725,5951,771,4763,913,699,6709,1312,6197,1467,4720,1152,5568,171,5354,824,5398
CLUG_00777,689,1200,936,1391,735,634,600,761,1301,1073,1086,948,1125,1221,1486,1045,1280,832,1408,1395,708,1313,1067,1098
CLUG_03698,5123,11238,10175,15890,4415,4157,4381,5877,11420,9699,5480,4385,11135,20673,17330,15836,17732,5519,7848,7759,8231,9735,11063,14757
CLUG_03699,16490,8598,125339,8577,22204,2925,14501,3016,62543,1817,18714,1488,2526,168101,3138,135711,2131,7690,2946,9607,1650,33112,2805,107514
CLUG_03692,1015,618,2903,1062,947,93,2363,167,5383,625,9496,242,596,2374,162,2157,337,1916,262,2506,201,1231,354,3048
CLUG_03693,1215,498,1272,1026,305,159,179,243,1022,378,884,365,346,766,384,794,485,690,616,754,490,992,815,1020
CLUG_03690,1552,196,1548,277,1432,103,1277,121,1898,32,1469,161,94,1896,102,1780,93,1838,147,2408,178,2614,132,1958
CLUG_03691,464,151,865,266,449,109,413,123,1106,172,1152,123,222,1030,130,942,77,727,218,1340,267,1165,359,1058
CLUG_03696,9999,40483,7019,52166,13650,19743,17289,25495,16042,28525,15516,16777,20106,17024,27906,17267,29707,14283,25214,12069,54810,8755,48820,11190
CLUG_03697,1593,1430,1781,1956,1445,2429,1365,2979,2654,7965,1954,2024,9212,2625,3582,2280,4108,2319,3218,3436,3871,3224,6108,2235
CLUG_03694,4146,538,4094,720,3857,288,1841,633,3358,1091,3022,546,890,3580,369,3494,483,4529,783,5393,1103,5717,1427,4844
CLUG_03695,281147,252928,336016,153298,584404,102392,623062,111683,272216,18211,277407,86294,35353,345369,84260,256341,45655,321015,70574,392391,76420,308676,55750,333051
CLUG_02619,545,303,705,367,488,113,470,160,800,171,645,113,168,932,196,883,219,807,146,1179,124,1109,120,782
CLUG_02618,2732,341,4472,743,2133,257,1899,436,7700,526,7093,467,366,7338,294,6491,340,4414,530,6013,464,4801,548,6287
CLUG_02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_02614,886,1224,6569,2798,1016,353,2099,523,3313,579,11879,715,496,2408,1204,3457,3924,2709,1289,4747,700,2187,1079,4166
CLUG_02617,9312,1258,8913,2430,6401,1695,5493,2754,11973,223,7305,1822,374,10598,606,10962,562,9845,1488,15437,2650,20144,4686,14693
CLUG_02616,940,551,1057,659,1072,229,568,331,1129,72,889,365,128,1364,1038,1264,876,1149,346,1607,353,1701,468,1147
CLUG_02611,2957,2403,6447,2872,3929,429,2782,604,7273,251,6967,916,251,7513,1859,6924,2103,3969,1128,5840,859,5893,689,6939
CLUG_05930,1219,237,1292,199,1326,249,1118,256,1594,535,1243,293,633,920,360,1010,269,1623,324,1736,332,1555,348,1211
CLUG_02613,280,104,608,98,328,53,286,100,746,56,1151,84,83,656,64,578,94,454,132,772,159,649,261,729
CLUG_02612,1796,1675,3107,2841,1634,918,1085,1410,3739,507,3573,1648,413,3806,4140,3726,4859,2762,2989,2775,3138,3687,3013,3662
CLUG_03528,418,233,477,265,304,564,243,622,707,3195,468,532,2825,582,1015,590,1079,523,663,826,1609,884,1780,786
CLUG_03529,343,301,293,433,226,769,210,757,500,3986,300,696,3855,435,1469,465,1704,331,803,480,1392,530,2152,429
CLUG_03524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_03525,3511,2026,4166,2509,3338,823,3094,1247,5547,1198,4869,994,1409,5380,1512,5365,1988,3836,1271,4619,1284,5468,1512,4796
CLUG_03526,718,1970,3856,4028,855,686,1503,1010,3268,2011,6406,1078,1600,3370,2467,3734,4503,2505,1687,3839,1436,1932,1583,3747
CLUG_03527,3872,2655,4051,3029,3750,2724,3035,3185,5230,5829,3787,2923,5380,5319,2306,5121,2466,4426,3812,6290,6147,6036,4531,4585
CLUG_03520,14462,3708,16250,3768,18386,1098,9568,1708,25055,855,27067,1513,172,19754,1686,19350,1119,15470,1525,20589,1270,23708,1275,16623
CLUG_03521,1319,396,1112,551,918,150,612,180,1297,214,818,213,249,881,177,870,190,1029,293,1563,233,1672,352,1151
CLUG_03522,3779,746,3067,607,4430,130,3784,158,1769,188,756,340,251,2002,209,1326,127,3404,228,3854,124,4496,130,2395
CLUG_03523,1685,688,1540,758,1390,158,1188,241,1935,170,1487,239,277,1839,347,2025,392,1785,256,2127,181,2805,383,1749
CLUG_04510,4247,189,6584,235,4139,243,2799,307,6060,320,10226,262,408,7068,101,8441,108,5644,422,6660,241,6348,348,6545
CLUG_04511,3269,1216,3012,1086,2725,509,1049,566,3093,547,3450,690,691,1904,387,2387,282,3134,540,4151,383,4732,401,2367
CLUG_04512,3175,1535,3373,948,5427,342,3945,447,2673,166,2610,397,209,2955,289,2543,212,3854,343,4311,406,4498,429,2812
CLUG_04513,3798,1105,2872,1064,4229,216,4454,288,3201,121,2218,262,155,3742,206,2976,152,5072,299,6086,363,5696,304,3511
CLUG_04514,24,6,38,5,62,0,22,6,14,12,32,0,8,22,4,29,0,10,0,25,0,35,4,17
CLUG_04515,28291,5961,18620,5151,24049,1277,26543,1585,20682,1150,15064,2243,1446,23274,1349,18697,786,35082,2371,37806,1118,36887,1692,23477
CLUG_04516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_04517,4409,1188,5187,1517,4033,410,3444,552,6777,541,6738,594,678,6652,951,6236,902,6122,756,7836,604,8209,808,6477
CLUG_04518,1848,929,1777,1285,1868,217,1423,202,2400,184,1934,453,207,2359,960,2274,856,2397,468,3183,326,3265,288,2475
CLUG_04519,1419,429,2123,645,1409,99,1260,201,3491,213,2556,299,199,2871,605,2945,517,2045,295,3200,158,2360,215,2906
CLUG_05203,2114,633,2246,619,1945,937,1195,966,2334,1260,2427,1310,1301,3489,1306,3647,1563,2848,2225,2142,1024,2114,1010,1719
CLUG_05202,8414,29300,5964,33230,5044,29878,3930,37307,6443,35251,5656,44920,36838,15376,102657,14642,104361,10160,59453,6994,42389,7920,36558,5535
CLUG_05201,642,73,355,87,516,92,240,101,347,365,333,160,294,892,173,780,119,633,155,424,160,548,121,339
CLUG_05200,1495,1080,1540,2116,787,1057,564,1537,1582,1122,1744,2657,994,3814,12012,3926,12747,2513,6008,1096,1817,1424,2432,1696
CLUG_05207,7978,1346,6068,1345,6040,2600,2986,2390,5713,4575,6882,4038,5485,13164,3090,12568,3674,10488,4674,7991,2773,9034,2881,6457
CLUG_05206,5028,4269,3491,4975,3281,2001,2138,2508,4745,1788,3906,6061,2305,9956,8132,8883,7633,6807,8563,4328,1751,4738,1748,3577
CLUG_05205,4262,2723,4050,3393,2477,1986,2279,2546,5449,2353,5122,4415,2867,8909,5487,8965,5064,6418,6460,4516,2352,4362,2638,4262
CLUG_05204,1974,827,2766,1571,1179,923,822,1000,5782,1789,6221,1707,1426,6854,2381,7235,2885,2894,2015,2258,1958,2185,1338,3090
CLUG_05209,126,2570,85,2715,79,5792,75,6992,22,17684,78,16883,18458,68,14670,97,19772,149,24888,78,12024,89,9822,85
CLUG_05208,4992,488,2979,446,2086,2135,1602,1844,3393,4174,3549,3650,4212,8221,2589,7665,2816,6762,3968,5092,3074,5793,2346,4124
CLUG_02352,10701,145922,12255,180094,13378,56040,16688,72749,16798,36975,16423,69305,37236,12948,118812,11210,142027,16467,93708,21991,106420,14269,98483,14055
CLUG_03988,2314,2139,2358,2997,2181,854,1728,1190,2991,1885,2540,988,1852,3796,2081,3310,2117,2506,1583,3004,2487,3429,2581,2975
CLUG_03989,8141,7564,9061,8698,7261,2373,6145,2818,9583,3537,9048,2675,4562,13870,5863,12600,5801,9131,4080,11392,4163,13654,6539,9974
CLUG_03986,1911,251,3484,246,2283,441,1369,475,2563,1435,2870,389,2111,2768,560,2592,493,2899,571,3781,482,4027,1055,2873
CLUG_03987,1418,323,1636,289,1417,345,1202,420,1641,1111,1313,382,1585,1814,518,1600,434,1971,523,2646,693,2685,829,1914
CLUG_03984,189,4,153,29,137,50,75,55,170,154,181,91,257,224,55,267,69,153,54,241,26,269,63,110
CLUG_03985,417,334,1403,343,859,322,1099,340,3993,2141,6305,281,1706,2685,605,6021,686,478,457,489,1379,859,1075,986
CLUG_03982,53,106,153,58,60,139,63,76,47,471,53,89,539,84,254,72,308,88,221,102,297,135,354,45
CLUG_03983,4557,1491,6760,1947,4543,379,3257,566,8783,803,9153,653,1038,10460,2430,9721,2080,6317,743,8760,764,8970,934,8279
CLUG_03980,3325,987,3160,1081,2208,630,2174,596,3872,1167,3618,705,1484,4147,642,3781,494,4011,1076,5062,438,5706,909,3750
CLUG_03981,7104,906,7390,1102,6186,638,5550,742,9055,1095,8085,832,1133,10330,648,9658,504,9006,947,11652,711,11941,1033,9671
CLUG_00187,1488,166,2236,235,1320,256,1074,310,2446,255,2691,321,290,2440,109,2594,140,1733,360,3249,318,3071,312,2343
CLUG_00186,544,364,1101,467,705,212,389,293,1064,183,942,273,192,1078,1135,944,1183,957,443,1059,340,1293,457,1111
CLUG_00185,741,756,1590,772,814,286,470,335,1330,347,1715,481,487,1384,1582,1477,2324,941,777,1043,420,1586,447,1273
CLUG_00184,1241,164,2585,155,1381,207,854,221,2386,244,3188,232,355,2319,104,2127,100,1841,208,2720,115,2330,158,1955
CLUG_00183,7513,28452,11074,29438,5500,27518,7212,32174,9684,55481,9716,26923,73007,9293,25844,9841,27840,9829,44055,10586,31988,10070,43204,10582
CLUG_00182,375,839,1087,857,371,3339,310,4221,1799,10983,2143,2379,11046,1329,1679,1418,1769,535,3798,703,6627,786,4547,1180
CLUG_00181,1097,288,853,416,911,219,1678,244,1607,464,1175,283,417,1920,376,1594,281,1352,373,1851,206,1742,373,1470
CLUG_00180,1731,967,1948,965,1880,282,1412,389,1379,235,1011,430,360,1949,512,1895,387,2122,363,3196,358,3193,503,2189
CLUG_00189,2714,379,4706,571,3118,826,1937,1077,4943,1350,5181,746,1266,4809,245,4753,370,3538,894,5331,1171,4688,774,4469
CLUG_00188,15,23,22,20,13,74,10,48,26,167,12,40,209,13,57,19,34,0,21,25,48,18,101,37
CLUG_01588,1044,1033,2923,2072,1157,341,736,419,5763,866,7250,491,700,4356,1716,4083,1688,1642,565,2180,710,2266,757,3354
CLUG_01589,259,111,324,219,318,79,150,61,559,213,408,101,137,597,100,472,104,397,100,641,178,635,251,559
CLUG_01580,1603,1046,1536,1312,2338,259,2505,458,2309,161,1603,247,277,2561,637,2119,577,2075,348,2763,242,2627,227,2057
CLUG_01581,847,1301,935,1691,1212,248,950,444,1393,164,1081,230,316,1400,771,1269,582,1105,315,1361,297,1432,246,1172
CLUG_01582,5423,4724,11548,6661,5971,1570,4823,2324,9595,1188,9759,2139,1257,12442,3569,11609,3281,8242,2280,12680,2677,10169,2386,10887
CLUG_01583,5506,7604,5901,7761,5750,2109,3630,2770,8124,1143,7694,3988,1334,7414,4573,5868,3985,5926,4231,8699,2716,8765,2936,6874
CLUG_01584,1243,558,1891,930,987,529,826,784,1927,652,1394,769,656,2162,1488,1812,1292,1619,798,2404,1087,3060,1151,2589
CLUG_01585,2401,854,3668,874,2680,291,1770,475,4601,511,4389,488,538,3796,689,3450,498,3485,501,4899,517,4595,509,4008
CLUG_01586,1022,199,1561,264,993,155,732,178,1794,361,1422,229,410,1528,321,1405,237,1399,293,1825,258,1613,303,1686
CLUG_01587,665,163,890,472,399,115,400,32,1359,366,1185,132,293,275,329,1097,356,903,197,397,262,364,224,316
CLUG_00989,454,308,833,218,642,171,439,181,1134,513,1250,195,543,712,388,785,361,485,249,620,224,554,256,624
CLUG_00988,1224,531,2093,655,1431,207,781,358,2473,406,2164,421,626,2310,683,1888,444,1667,485,2270,279,2160,455,2139
CLUG_00987,1199,681,1277,526,902,265,659,330,1725,964,1394,414,1119,1476,839,1602,667,1762,488,2747,436,2136,792,1701
CLUG_00986,3689,8134,7687,8764,4589,1245,3686,1615,10168,1307,13269,1485,1271,8302,6083,8824,6411,4620,1959,5640,2714,6000,1847,7135
CLUG_00985,4401,7935,6668,11387,4132,1105,4119,1531,12477,1704,11923,1790,1233,9617,6837,9933,7143,5443,2297,6102,2345,6843,1887,8353
CLUG_00984,91751,180456,93047,125966,124059,36076,169742,35380,89552,10158,99483,32922,23036,119416,89548,109081,19791,106679,34047,112597,22260,94945,18276,105078
CLUG_00983,766,2557,1906,2168,715,398,590,444,957,1079,828,445,1752,939,3317,934,707,1093,576,1473,471,1413,910,1033
CLUG_00982,1719,2542,2051,1886,1682,817,872,707,1538,2292,1500,663,2940,1458,3554,1927,1132,2028,1064,1785,841,2002,1411,1454
